Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто;Адреса;Телефон;Email
Фастенко;Микита;Максимович;male;1960-02-07;Піаніст;селище Тетіїв;вулиця Ждахи, буд. 0 кв. 7, Почаїв, 97261;+380 10 261-92-00;glazarenko@example.org
Їжак;Єва;Євгенівна;female;1946-09-05;Літературознавець;селище Дружківка;набережна Київське, буд. 033 кв. 21, Вишневе, 22772;+380 19 679-89-07;orkhypzabarnyi@example.net
Євтушок;Мартин;Михайлович;male;1943-09-11;Реставратор;село Волноваха;вулиця Керченська, буд. 4 кв. 96, Мелітополь, 27651;+380 32 327 59 55;zbairak@example.org
Литвин;Варфоломій;Максимович;male;1993-08-14;Диригент;місто Южне;сквер Педагогічна, буд. 1 кв. 795, Селидове, 46770;039 33 17;mazepavira@example.org
Артимишин;Нестор;Іванович;male;1966-04-16;Журналіст;хутір Боково-Хрустальне;парк Північна, буд. 6, Карлівка, 47086;886 85 09;pylyp67@example.org
Христенко;Ірена;Андріївна;female;1996-02-20;Реставратор;хутір Баштанка;площа Вишневий, буд. 3 кв. 60, Слов'янськ, 08868;047 001 04 64;darahanliubov@example.org
Удовиченко;Костянтин;Петрович;male;1998-04-22;Акушер;хутір Снігурівка;шосе Велика Садова, буд. 5 кв. 1, Золочів, 62498;+380 78 432-29-61;vasylechkomyroslav@example.org
Базилевич;Герман;Петрович;male;1960-05-03;Електромонтажник;місто Новий Буг;шосе Стеценко, буд. 562, Підгородне, 50727;056 152-23-50;liliiaizhak@example.org
Гаврилів;Остап;Дмитрович;male;2001-12-27;Фольклорист;хутір Чорноморськ;шосе Ольги Благовидової, буд. 97 кв. 0, Суми, 42531;592-98-28;vakhniinataliia@example.org
Примаченко;Спас;Богданович;male;2007-01-05;Астронавт;село Нове Давидково;провулок Локальна, буд. 9 кв. 93, Вишгород, 19062;314 54 69;mykhailynasomko@example.net
Пустовіт;Єфрем;Дмитрович;male;1999-08-04;Фізик;село Каховка;провулок Соляна, буд. 4 кв. 423, Кагарлик, 10900;+380 68 144 42 91;danna17@example.net
Валенко;Пармен;Степанович;male;1942-01-16;Астрофізик;хутір Корюківка;узвіз Тарутинська, буд. 9, Бобровиця, 27803;015 024-40-41;anastasiiadatsiuk@example.net
Павленко;Трохим;Михайлович;male;2003-05-05;Мікробіолог;місто Болехів;узвіз 12-та Лінія 6-й ст. Люстдорфської дороги, буд. 3 кв. 009, Боково-Хрустальне, 26848;+380 (32) 180-90-55;fdutka@example.org
Ґерус;Юстим;Васильович;male;1976-07-25;Будник;хутір Докучаєвськ;шосе Берестейська, буд. 04 кв. 616, Тлумач, 57388;420 43 43;galaganmaryna@example.com
Запорожець;Онисим;Романович;male;1999-01-12;Слідчий;хутір Одеса;узвіз Амбулаторний 2-й, буд. 2, Дунаївці, 52550;741-01-87;bhaidamaka@example.com
Орлик;Олег;Андрійович;male;1964-06-18;Головний меркшейдер;село Носівка;узвіз Проїзний 1-й, буд. 676 кв. 16, Прилуки, 58896;269-96-28;tteslenko@example.com
Бабиченко;Іван;Петрович;male;2004-07-14;Композитор;селище Красноперекопськ;площа Олександра Білостінного, буд. 500 кв. 14, Жданівка, 06902;+380 (76) 246-81-59;zarudnaaaron@example.org
Тарасенко;Алевтин;Анатолійович;male;1947-06-10;Державний службовець;хутір Роздільна;проспект Лінія 45-та, буд. 8, Вишневе, 42471;024 815-96-19;akulenkomarko@example.org
Жаліло;Франц;Вікторович;male;1976-03-16;Кінокритик;місто Балта;сквер Володимира Терещенка, буд. 2 кв. 043, Курахове, 19466;002 918 19 52;glevchenko@example.com
Алексійчук;Оксана;Григорівна;female;1951-04-21;Візажист;селище Долинська;набережна Обсерваторний, буд. 44 кв. 5, Вашківці, 82543;058 795 30 41;satsiukkhrystyna@example.org
Ґерус;Оксана;Петрівна;female;2002-01-14;Фрілансер;селище Карлівка;сквер Глухівський, буд. 502, Борщів, 48550;+380 33 386-37-38;orudko@example.net
Іваненко;Дарина;Максимівна;female;1973-02-10;Машиніст;місто Голубівка;провулок Нафтовиків 1-й, буд. 91 кв. 89, Сорокине, 40933;181 12 56;yizhak@example.com
Зубко;Геннадій;Анатолійович;male;1992-08-04;Економіст;селище Подільськ;набережна Ювілейний 1-й, буд. 308 кв. 550, Ямпіль, 62350;+380 02 939 91 65;violettatsymbal@example.com
Шиян;Віолетта;Іванівна;female;1965-11-25;Фізик;місто Запоріжжя;сквер Жоліо-Кюрі, буд. 6 кв. 637, Покровськ, 38951;+380 99 290 53 49;ustym79@example.org
Дергач;Євген;Володимирович;male;1986-06-28;Географ;селище Сколе;площа Водопровідний 3-й, буд. 6 кв. 288, Роздільна, 60756;+380 (71) 443-51-48;lizakabanenko@example.com
Тягнибок;Світлана;Іванівна;female;1949-01-13;Піаніст;хутір Часів Яр;парк Ігоря Ветрогонова, буд. 2, Городок, 69918;554 64 37;mykhailotsiutsiura@example.org
Христенко;Зорян;Олегович;male;1973-12-02;Археолог;місто Новоград-Волинський;набережна Мацієвської, буд. 89 кв. 868, Костянтинівка, 15373;029 957 32 72;petrenkoeduard@example.net
Рябошапка;Лукʼян;Богданович;male;1941-11-13;Історик;місто Ладижин;узвіз Радісний, буд. 6 кв. 722, Білопілля, 82098;065 533-85-58;anosachenko@example.org
Івасюк;Амвросій;Романович;male;1948-11-26;Інженер;хутір Радомишль;набережна Лінія 39-та, буд. 586 кв. 09, Рубіжне, 99495;+380 (62) 370-23-22;rradchenko@example.com
Бандура;Богдан;Дмитрович;male;1975-03-27;Швачка;місто Кремінна;вулиця Український 2-й, буд. 382, Білопілля, 78535;+380 (54) 174-44-32;iryna47@example.net
Засядько;Климент;Петрович;male;1983-10-26;Бізнесмен;хутір Рені;провулок Штильова, буд. 229 кв. 712, Шептицький, 36660;058 234 06 34;hordii67@example.com
Рябець;Станіслав;Вікторович;male;1969-02-05;Ботанік;село Ніжин;узвіз Сталепрокатна, буд. 183, Почаїв, 30283;+380 (18) 066-69-25;albina91@example.com
Колісниченко;Дан;Романович;male;2006-04-18;Секретар;селище Брянка;шосе Матроський узвіз, буд. 25, Бібрка, 40737;470-80-71;phavrylyshyna@example.org
Корбут;Одарка;Романівна;female;1979-05-08;Візажист;місто Славута;узвіз Світла, буд. 716 кв. 025, Чуднів, 52555;096 532-18-40;oleksa18@example.net
Єфименко;Христина;Дмитрівна;female;1963-08-17;Музикант;село Перечин;парк Ганни Ахматової, буд. 24, Мена, 41307;+380 02 243 71 94;volodymyra93@example.com
Ковпак;Вікторія;Вікторівна;female;1968-06-05;Секретар;село Зборів;вулиця Студентський 5-й, буд. 9, Заліщики, 04711;054 755 29 84;wtarasenko@example.com
Христич;Михайлина;Михайлівна;female;2006-07-18;Мікробіолог;селище Кам'янське;шосе Василя Кандинського 4-й, буд. 1 кв. 0, Дружківка, 26136;003 665-19-42;myroslav69@example.org
Бабійчук;Миколай;Михайлович;male;1989-12-27;Підприємець;місто Вугледар;площа Сергія Шелухина, буд. 0 кв. 10, Городенка, 90387;040 181-62-44;aaronivanchenko@example.com
Удовиченко;Камілла;Вікторівна;female;1992-12-28;Електромонтажник;село Почаїв;вулиця Керченський 3-й, буд. 2, Копичинці, 34409;130-12-80;kabaliukleontii@example.org
Тимченко;Антон;Євгенович;male;1963-07-12;Скульптор;хутір Луганськ;площа Трамвайна, буд. 0, Антрацит, 76031;565-96-86;ivivcharenko@example.net
